id_modismo,modismo,significado,ejemplo,img_1,img_2,img_3,img_4
MULTI_GPT_1133,mamacita,Mujer atractiva.,"Cielo, una mamacita que se sabe bella pero que siente que debe tener un hombre para ser alguien en la vida",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamacita/figurative_mamacita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamacita/mixed_mamacita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamacita/literal_mamacita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/pateperro/literal_pateperro.png
MULTI_GPT_1134,mamar,Soportar a alguien o algo.,"Los pequeños cafeteros de Colombia, se 'mamaron' de no recibir la atención que se merecen por parte del Gobierno nacional.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar/mixed_mamar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar/literal_mamar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/repasada/literal_repasada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar/figurative_mamar.png
MULTI_GPT_1135,mamar,Experimentar aburrimiento o hastío por algo.,"Me maman las fiestas, prefiero ir a cine o a teatro.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_1/figurative_mamar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_1/mixed_mamar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_1/literal_mamar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/golpeado/literal_golpeado.png
MULTI_GPT_1136,mamar,Experimentar cansancio luego de haber hecho un esfuerzo físico o mental.,Hice unos cuantos abdominales y me mamé muy rápido.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/burra/figurative_burra.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_2/figurative_mamar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_2/mixed_mamar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_2/literal_mamar_2.png
MULTI_GPT_1137,mamar gallo,no cumplir con lo prometido a alguien,me está mamando gallo con el pago del arriendo,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_gallo/literal_mamar_gallo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_gallo/figurative_mamar_gallo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_gallo/mixed_mamar_gallo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/meter/figurative_meter.png
MULTI_GPT_1138,mamar gallo,"estar ocioso, sin incumplir mañosamente con sus obligaciones o tareas",lo echaron del puesto por que se la pasaba mamando gallo,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/bueno/figurative_bueno.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_gallo_1/literal_mamar_gallo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_gallo_1/figurative_mamar_gallo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamar_gallo_1/mixed_mamar_gallo_1.png
MULTI_GPT_1139,mamasanta,Mujer que finge una vida virtuosa pero sus comportamientos y actitudes demuestran lo contrario.,"Una que otra mamasanta, en asuntos sexuales que aparentan inocencia o virginidad y hacen las cosas escondidas para que no hablen de ellas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamasanta/literal_mamasanta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/pinta/figurative_pinta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamasanta/figurative_mamasanta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamasanta/mixed_mamasanta.png
MULTI_GPT_1140,mamasanta,Prostituta,"Murió de vejez, en el bar de Isolina Peláez, una vieja mamasanta vendedora de placeres.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mucho/mixed_mucho.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamasanta_1/literal_mamasanta_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamasanta_1/mixed_mamasanta_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamasanta_1/figurative_mamasanta_1.png
MULTI_GPT_1141,mambe,Polvo resultante de la mezcla de hojas de coca tostadas y ceniza de yarumo maceradas y cernidas que se consume con fines terapéuticos o rituales.,"Al caer la tarde, algún hombre se sienta a fabricar un balay, otros pilan coca y queman hojas de yarumo para preparar el mambe.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agrio/mixed_agrio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mambe/literal_mambe.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mambe/mixed_mambe.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mambe/figurative_mambe.png
MULTI_GPT_1142,mambe,Cal extraída de determinadas piedras para acompañar la masticación de la hoja de coca.,"De cuando en cuando se mete más coca y más mambe, que saca de un calabazo pequeño (kuetand tuka), lo vierte sobre el puño derecho y lo arroja con fuerza a la boca.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mambe_1/figurative_mambe_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cariduro_1/literal_cariduro_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mambe_1/literal_mambe_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mambe_1/mixed_mambe_1.png
MULTI_GPT_1143,mamey,"Referido a una actividad, muy fácil de realizar.","Él vio muy mamey el asunto, pues arrancó las conversaciones bajo el equívoco de que su contrario estaba con urgencia de rendirse",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamey/literal_mamey.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/madera/literal_madera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamey/figurative_mamey.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mamey/mixed_mamey.png
MULTI_GPT_1144,mandar,"Tomar una decisión o determinación, especialmente, cuando se conduce un automóvil.",El conductor de la buseta se mandó a la izquierda y fue quien ocasionó el accidente.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar/figurative_mandar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar/literal_mandar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/tren/mixed_tren.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar/mixed_mandar.png
MULTI_GPT_1145,mandar,"usar, utilizar",se manda un vocabulario horrible,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ca%C3%ADdo/literal_ca%C3%ADdo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_1/literal_mandar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_1/mixed_mandar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_1/figurative_mandar_1.png
MULTI_GPT_1146,mandar,lanzar con fuerza,le mandó un puñetazo que casi lo mata,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/biche_3/figurative_biche_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_2/literal_mandar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_2/figurative_mandar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_2/mixed_mandar_2.png
MULTI_GPT_1147,mandar,"Poseer algo, generalmente digno de admiración.",Mi jefe se manda una casa preciosa a las afueras de la ciudad.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_3/mixed_mandar_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_3/figurative_mandar_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_3/literal_mandar_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nube/figurative_nube.png
MULTI_GPT_1148,mandar,"Lanzar o tirar algo, generalmente con fuerza o violencia.","¡El año en que fracasó este futbolista, mandó la pelota 48 veces a la red.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_4/figurative_mandar_4.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/despeluque/mixed_despeluque.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_4/mixed_mandar_4.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandar_4/literal_mandar_4.png
MULTI_GPT_1149,mandarina,"Referido a un hombre adulto, que gusta de las mujeres jóvenes que están con él por interés económico.",El apodo nació del hecho de que yo les digo a los viejitos chéveres ‘mandarinas’ porque las ‘pelaítas’ los pelan fácil.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/grito/literal_grito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandarina/mixed_mandarina.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandarina/literal_mandarina.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mandarina/figurative_mandarina.png
MULTI_GPT_1150,manearse,Complicarse en la realización de trabajos o actividades de poca importancia.,Te maneaste al coger el pocillo y el tinto se regó por completo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manearse/figurative_manearse.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manearse/mixed_manearse.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/soda/mixed_soda.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manearse/literal_manearse.png
MULTI_GPT_1151,manejar,Conducir un vehículo.,Los conductores deben concientizarse de la necesidad de respetar las normas de tránsito cuando manejan.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manejar/literal_manejar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manejar/figurative_manejar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manejar/mixed_manejar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/le%C3%B1a_1/literal_le%C3%B1a_1.png
MULTI_GPT_1152,manga,"puño, brazo fuerte",ese sujeto tiene buena manga,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/tostado/literal_tostado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manga/mixed_manga.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manga/figurative_manga.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manga/literal_manga.png
MULTI_GPT_1153,manga,Terreno cubierto de pasto usado como zona recreativa o para el ganado.,"También se desperdigaron algunas mujercillas con algunos perros, por los arrabales y mangas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manga_1/literal_manga_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manga_1/figurative_manga_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/bola/figurative_bola.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manga_1/mixed_manga_1.png
MULTI_GPT_1154,manga,Pista o escenario donde se practica el coleo.,"La manga debe tener mínimo 20 metros de ancho por 300 metros de largo distribuidos en: zona de preparación, primera y segunda zona y zona muerta.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manga_2/literal_manga_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manga_2/figurative_manga_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/gatear/figurative_gatear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manga_2/mixed_manga_2.png
MULTI_GPT_1155,mangazo,Golpe dado a una persona con el puño cerrado.,Le pegaron un mangazo en toda la cara.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mangazo/mixed_mangazo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/vistas/literal_vistas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mangazo/figurative_mangazo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mangazo/literal_mangazo.png
MULTI_GPT_1156,mango,Corazón.,"Le operaron ""el mango"" porque tenía una insuficiencia cardiaca.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mango/literal_mango.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mango/mixed_mango.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/plagiar/figurative_plagiar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mango/figurative_mango.png
MULTI_GPT_1157,mangón,"Terreno grande, generalmente sin uso determinado.","El burgomaestre fue recibido por grupos de jóvenes que agradecían la decisión de construir polideportivos en sus zonas, en donde antes sólo había un mangón.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mang%C3%B3n/figurative_mang%C3%B3n.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/juguete/mixed_juguete.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mang%C3%B3n/literal_mang%C3%B3n.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mang%C3%B3n/mixed_mang%C3%B3n.png
MULTI_GPT_1158,manigua,Bosque tropical húmedo y pantanoso cubierto de maleza.,Reanudaron el viaje llenos de energía por una trocha que pronto desapareció. En medio de la manigua vieron un claro en la selva y hacia allí se dirigieron.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manigua/figurative_manigua.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manigua/mixed_manigua.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manigua/literal_manigua.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/frentero/mixed_frentero.png
MULTI_GPT_1159,manilargo,"Referido a una persona, que hostiga y manosea a alguien de manera lasciva.",Una pasajera de un bus intermunicipal denunció que un sujeto manilargo que viajaba a su lado.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manilargo/literal_manilargo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manilargo/mixed_manilargo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manilargo/figurative_manilargo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/sopero/literal_sopero.png
MULTI_GPT_1160,manilargo,"Referido a una persona, que hurta o toma las cosas sin autorización.",Como fuera el caso para remover a cuanto manilargo se instala en gobernaciones y alcaldías a hacer del erario su propio agosto.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manilargo_1/mixed_manilargo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/papi/literal_papi.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manilargo_1/figurative_manilargo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manilargo_1/literal_manilargo_1.png
MULTI_GPT_1161,manito,Forma de tratamiento usada entre amigos o compañeros.,"Es muy común ver que entre los quibdoseños se saluden en cada esquina, se griten “manito cómo vamos” independientemente del buen nombre y/o los logros.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manito/figurative_manito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/polic%C3%ADa/literal_polic%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manito/mixed_manito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manito/literal_manito.png
MULTI_GPT_1162,mano,voz abreviada de,hermano,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mano/mixed_mano.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mano/figurative_mano.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/arepear/figurative_arepear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mano/literal_mano.png
MULTI_GPT_1163,mano de plátano,Conjunto de varios plátanos agrupados en el mismo racimo.,Cada mano de plátano puede contener entre dos y veinte frutos.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mano_de_pl%C3%A1tano/mixed_mano_de_pl%C3%A1tano.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ser_un_n%C3%BAmero/figurative_ser_un_n%C3%BAmero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mano_de_pl%C3%A1tano/literal_mano_de_pl%C3%A1tano.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mano_de_pl%C3%A1tano/figurative_mano_de_pl%C3%A1tano.png
MULTI_GPT_1164,manosear,ejercer acciones que afectan el prestigio o la imagen de una persona,se molestó porque pensó que lo estaban manoseando,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manosear/literal_manosear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manosear/figurative_manosear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manosear/mixed_manosear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/barro/mixed_barro.png
MULTI_GPT_1165,manotada,Cantidad o porción de algo que puede caber en la concavidad de una mano o de ambas.,Los frutos secos son saludables en porciones pequeñas. Una manotada pequeña de almendras o maní sin sal es perfecta a media mañana o media tarde.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manotada/literal_manotada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cuadre/figurative_cuadre.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manotada/mixed_manotada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manotada/figurative_manotada.png
MULTI_GPT_1166,manzana,"En los hombres, protuberancia ubicada en la parte anterior del cuello.","En los cuerpos masculinos, las encargadas de esta activación son las gónadas y la glándula suprarrenal, responsables de […] la aparición de la manzana de Adán, el cambio de voz, la sudoración y el acné.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manzana/figurative_manzana.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manzana/literal_manzana.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manzana/mixed_manzana.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/taco/literal_taco.png
MULTI_GPT_1167,maquetas,"Referido a una persona, perezosa para trabajar o estudiar.","Ve Tola, no están corchadoras estas preguntas...¿Los berriondos estudiantes colombianos por qué se volvieron tan maquetas?",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/enganchar/mixed_enganchar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/maquetas/literal_maquetas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/maquetas/mixed_maquetas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/maquetas/figurative_maquetas.png
