id_modismo,modismo,significado,ejemplo,img_1,img_2,img_3,img_4,
MULTI_GEMINI_0811,engalletado,"Referido a una persona, que tiene muchos problemas o que no sabe cómo resolverlos.",Un usuario engalletado con un carro que compró recientemente pide ayuda a nuestro experto automotriz.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engalletado/figurative_engalletado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engalletado/mixed_engalletado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engalletado/literal_engalletado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pantallear/mixed_pantallear.png,
MULTI_GEMINI_0812,enganchar,"En una empresa o entidad, contratar o emplear a gente para trabajar.",Son muy relativas las razones que tienen los aspirantes más jóvenes para creer que las empresas deben engancharlos.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enganchar/literal_enganchar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enganchar/mixed_enganchar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enganchar/figurative_enganchar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fregado_3/literal_fregado_3.png,
MULTI_GEMINI_0813,engargolar,Quedar enredado con un objeto que generalmente tiene forma de gancho.,Me engargolé el vestido con el paragas que llevaba.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/chiva/literal_chiva.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engargolar/figurative_engargolar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engargolar/mixed_engargolar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engargolar/literal_engargolar.png,
MULTI_GEMINI_0814,engarzar,Unir una cosa con otra a manera de cadena.,"Luego de una operación muy sencilla de armar cañas, poner cucharitas y engarzar anzuelos nos dimos a la tarea de pescadores.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engarzar/mixed_engarzar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engarzar/figurative_engarzar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/palito/literal_palito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engarzar/literal_engarzar.png,
MULTI_GEMINI_0815,engerido,"alicaído, desanimado, triste",el pollo está engerido porque está enfermo,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engerido/literal_engerido.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/colgado_1/figurative_colgado_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engerido/figurative_engerido.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engerido/mixed_engerido.png,
MULTI_GEMINI_0816,englobado,"Referido a una persona, distraída, ocupada en sus propios pensamientos.","Cuando está englobado, es inseguro al conducir o se ha entrado a la tercera edad, esa decisión tarda el doble de tiempo de lo que lo hace un conductor ‘sagaz’.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/englobado/mixed_englobado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/englobado/literal_englobado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/englobado/figurative_englobado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/guiso/mixed_guiso.png,
MULTI_GEMINI_0817,englobarse,"Distraerse, desconcentrarse.","""No era un gran estudiante"", confirma el de religión: ""Tenía la tendencia a englobarse en las clases"".",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/de_cama/literal_de_cama.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/englobarse/figurative_englobarse.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/englobarse/literal_englobarse.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/englobarse/mixed_englobarse.png,
MULTI_GEMINI_0818,engomado,aficionado a algo o a alguien,está engomado con el último libro que compró,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/gente/literal_gente.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engomado/mixed_engomado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engomado/literal_engomado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engomado/figurative_engomado.png,
MULTI_GEMINI_0819,engrampar,Encargar a alguien de hacer algo que produce mucha molestia e incomodidad.,¡Ya nos engramparon otro domingo más de trabajo!,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engrampar/figurative_engrampar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engrampar/mixed_engrampar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/echar_el_cuento/literal_echar_el_cuento.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engrampar/literal_engrampar.png,
MULTI_GEMINI_0820,enhuesado,"Referido a una persona, que tiene problemas o no sabe cómo resolverlos.","Comprar un usado con bajo presupuesto es cuestión de paciencia, de lo contario puede quedar uno bien ""enhuesado"" con un mal carro.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/relajar/mixed_relajar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enhuesado/figurative_enhuesado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enhuesado/literal_enhuesado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enhuesado/mixed_enhuesado.png,
MULTI_GEMINI_0821,enhuesar,Encargar a alguien de hacer algo que produce mucha molestia e incomodidad.,¿Por qué el Banco de la República tiene que enhuesarse con más dólares de los que ya tiene?,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enhuesar/mixed_enhuesar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enhuesar/literal_enhuesar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/dominguero/literal_dominguero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enhuesar/figurative_enhuesar.png,
MULTI_GEMINI_0822,enlagunado,"Referido a una persona, que pierde la memoria temporalmente a causa del exceso de alcohol.","La joven en sus denuncias afirmaba no acordarse de nada porque estaba ‘enlagunada’. Medicina Legal ya había advertido que ella, en la madrugada, tenía una embriaguez de tres grados.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enlagunado/figurative_enlagunado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enlagunado/mixed_enlagunado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ponchar/mixed_ponchar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enlagunado/literal_enlagunado.png,
MULTI_GEMINI_0823,enlatado,Programa de televisión importado y de baja calidad.,Los enlatados norteamericanos trajeron el estilo de vida y las tradiciones propias de Estados Unidos que los escritores y creativos querían mostrar al resto del mundo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/afilado/mixed_afilado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enlatado/mixed_enlatado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enlatado/figurative_enlatado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enlatado/literal_enlatado.png,
MULTI_GEMINI_0824,enmochilado,"Referido a un asunto, postergado.",Un proyecto que tenemos enmochilado es investigar en la Web grupos recreativos con los cuales nos podamos integrar.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilado/literal_enmochilado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilado/figurative_enmochilado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilado/mixed_enmochilado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pedalear/mixed_pedalear.png,
MULTI_GEMINI_0825,enmochilar,"Relegar, entorpecer la resolución de un asunto.",¿Cómo así? Nos van a ‘enmochilar’ el Carnaval de febrero y precisamente en diciembre van a salir con eso.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilar/mixed_enmochilar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilar/literal_enmochilar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilar/figurative_enmochilar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/chupaflor/mixed_chupaflor.png,
MULTI_GEMINI_0826,enmochilar,Ganarse algo.,En los deportes individuales emergieron dos figuras que le dieron tranquilidad a la delegación paisa porque se enmochilaron la bobadita de siete doradas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilar_1/literal_enmochilar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilar_1/mixed_enmochilar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilar_1/figurative_enmochilar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/bolita/mixed_bolita.png,
MULTI_GEMINI_0827,enmochilar,Robarse algo.,"Unos cuantos avivatos, que se enmochilaron miles de millones de pesos, provocarán consecuencias graves para la región.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilar_2/mixed_enmochilar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cuadrar_2/figurative_cuadrar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilar_2/literal_enmochilar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilar_2/figurative_enmochilar_2.png,
MULTI_GEMINI_0828,enredo,Relación amorosa breve y de poca importancia.,El golfista sostuvo varios enredos con reconocidas modelos internacionales.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enredo/mixed_enredo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ley/mixed_ley.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enredo/figurative_enredo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enredo/literal_enredo.png,
MULTI_GEMINI_0829,enroscado,"Referido a una persona, que está furiosa.",Estaba tan enroscado que salió y tiró y la puerta.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/palo_2/figurative_palo_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enroscado/mixed_enroscado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enroscado/literal_enroscado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enroscado/figurative_enroscado.png,
MULTI_GEMINI_0830,enrumbar,Tomar determinado rumbo.,Se internó en los espesos montes de María junto con cinco hombres para trazar caminos en la selva y enrumbarse hacia el corazón de esas misteriosas tierras.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enrumbar/mixed_enrumbar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enrumbar/figurative_enrumbar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pomo/figurative_pomo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enrumbar/literal_enrumbar.png,
MULTI_GEMINI_0831,enrumbar,Dirigir el comportamiento o la conversación de alguien.,"La Escuela de Pamplona cumple con el sagrado deber de enseñar la música clásica y vernácula y de enrumbar a la juventud por el buen gusto, la armonía, la educación musical y el sentimiento de patria.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enrumbar_1/mixed_enrumbar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cuadrado/figurative_cuadrado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enrumbar_1/literal_enrumbar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enrumbar_1/figurative_enrumbar_1.png,
MULTI_GEMINI_0832,enrumbar,Estar de baile y fiesta por largo rato.,"Este es un sitio para pasarla bien, bailar y enrumbarse, sobre todo cuando hay música en vivo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/zona_de_tolerancia/mixed_zona_de_tolerancia.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enrumbar_2/literal_enrumbar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enrumbar_2/figurative_enrumbar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enrumbar_2/mixed_enrumbar_2.png,
MULTI_GEMINI_0833,ensopado,"Referido al arroz, que queda aguado por agregarle más agua de la necesaria en su preparación.","De plato fuerte, la mojarra frita deshuesada, el arroz ensopado de mariscos o los langostinos con salsa de coco y azafrán, que invitan a descubrir la riqueza de nuestros mares.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ensopado/figurative_ensopado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ensopado/mixed_ensopado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ensopado/literal_ensopado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ni%C3%B1a_2/figurative_ni%C3%B1a_2.png,
MULTI_GEMINI_0834,ensopado,"Referido a una persona, empapado por la lluvia o el sudor.","Lo que más les llama la atención es el gigante ceñudo, su piel cocinada por el sol, ensopado en sudor, encerrado incómodamente en la diminuta cabina.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/te_conozco_mosco/mixed_te_conozco_mosco.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ensopado_1/literal_ensopado_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ensopado_1/mixed_ensopado_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ensopado_1/figurative_ensopado_1.png,
MULTI_GEMINI_0835,entaconado,"Referido a algo o a alguien, muy elegante.","A dos horas de los colores wayúu, a tres de la entaconada Cartagena y de los juglares vallenatos y a hora y media de la metrópoli barranquillera, Santa Marta es el nuevo destino favorito de la Costa.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entaconado/figurative_entaconado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entaconado/literal_entaconado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/paludo/figurative_paludo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entaconado/mixed_entaconado.png,
MULTI_GEMINI_0836,entamborar,Causar algún alimento indigestión.,Ese niño se va a entamborar si sigue tomando leche a esta hora de la noche.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entamborar/mixed_entamborar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/melod%C3%ADa/mixed_melod%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entamborar/literal_entamborar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entamborar/figurative_entamborar.png,
MULTI_GEMINI_0837,entangar,"Envolver a los recién nacidos de la cabeza a los pies con una manta o cobija, para evitar o corregir problemas de cadera y piernas.","Ya son las ocho, me voy a entangar al niño para que duerma.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entangar/literal_entangar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entangar/mixed_entangar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entangar/figurative_entangar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ahorcado/figurative_ahorcado.png,
MULTI_GEMINI_0838,entecado,"Referido a una persona o animal, que está delgado y le faltan fuerzas.","Es como el niño al que le acaban de regalar una mascota, no tiene idea de cómo cuidarla, cómo alimentarla y de tanto manosearla la tiene 'entecada'.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entecado/mixed_entecado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entecado/figurative_entecado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/botar_3/figurative_botar_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entecado/literal_entecado.png,
MULTI_GEMINI_0839,entonado,"Referido a una persona, que está ligeramente embriagada y animada.","No estaba borracho. Estaba entonado, se tomó apenas dos cervezas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entonado/figurative_entonado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entonado/mixed_entonado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entonado/literal_entonado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/encontr%C3%B3n/literal_encontr%C3%B3n.png,
MULTI_GEMINI_0840,entrador,"dicho de una persona, que se relaciona fácilmente con la gente","ella consigue fácil amigos, porque es muy entradora",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entrador/literal_entrador.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entrador/figurative_entrador.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entrador/mixed_entrador.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/concreto/figurative_concreto.png,
MULTI_GEMINI_0841,entredía,"Comida ligera que se toma en las horas de la tarde, entre el almuerzo y la comida.","También se tiene que empezar a perfilar, si se implementa la doble jornada, donde las raciones se incrementarían, tanto en el desayuno, almuerzo y entredía.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entred%C3%ADa/figurative_entred%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/levantamueros/figurative_levantamueros.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entred%C3%ADa/literal_entred%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entred%C3%ADa/mixed_entred%C3%ADa.png,
MULTI_GEMINI_0842,entrompar,Pelear a los puños con alguien.,Uno de los pelaos se puso a boletearme y tuve que buscarlo y meterle un parón. Lo entrompé y le dije que si seguía de bocón lo iba a mandar joder.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/zumbar/figurative_zumbar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entrompar/figurative_entrompar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entrompar/mixed_entrompar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entrompar/literal_entrompar.png,
MULTI_GEMINI_0843,entrompar,"Besar intensamente, con pasión.",Nunca sabían de qué se había tratado la película; iban al cine a entromparse.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cuarto/literal_cuarto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entrompar_1/literal_entrompar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entrompar_1/figurative_entrompar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entrompar_1/mixed_entrompar_1.png,
MULTI_GEMINI_0844,envainado,"Referido a una persona o situación, estar en problemas o ser problemática.",Los países tienen intereses y no amigos. Esta trillada frase de Palmerston es lo primero que aprenden —o deberían aprender— los cancilleres de un país envainado.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/envainado/mixed_envainado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entangar/figurative_entangar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/envainado/figurative_envainado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/envainado/literal_envainado.png,
MULTI_GEMINI_0845,envuelto,"Alimento que se prepara con masa de maíz, de forma cilíndrica, envuelta generalmente en ameros y cocida al vapor.",Mientras tanto la cocinera habrá hecho una cama en la olla con las tusas de las mazorcas y echará suficiente agua para poner a hervir los envueltos.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/envuelto/mixed_envuelto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/envuelto/figurative_envuelto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/envuelto/literal_envuelto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/tren_1/figurative_tren_1.png,
MULTI_GEMINI_0846,enyesar,Estafar a alguien.,"Se dio cuenta de que intentaban enyesarlo. Quisieron venderle un celular robado y para evitar problemas, salió de allá y los denunció.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enyesar/figurative_enyesar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/raspar/figurative_raspar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enyesar/literal_enyesar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enyesar/mixed_enyesar.png,
MULTI_GEMINI_0847,equis,"Dicho de algo o alguien que es desconocido, indiferente o que es de mala calidad, mediocre.",¿Te vas a dejar engatusar con un acordeón equis ruidoso pero barato?,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/hueso/mixed_hueso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/equis/literal_equis.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/equis/figurative_equis.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/equis/mixed_equis.png,
MULTI_GEMINI_0848,erizo,Estar furioso,Se pusieron de chistosos y le escondieron la maleta y a la salida el hombre estaba como un erizo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/erizo/mixed_erizo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/negocio/figurative_negocio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/erizo/literal_erizo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/erizo/figurative_erizo.png,
